0.008 0
0.009 34.3594054065761
0.01 428.255329086824
0.011 1697.60104513261
0.012 6867.99302324653
0.013 18958.5100994445
0.014 44598.9317949861
0.015 84300.983928144
0.016 138316.300973296
0.017 205027.238689363
0.018 264451.013512909
0.019 337085.198689252
0.02 388841.997575015
0.021 447394.711051136
0.022 478008.139383048
0.023 510024.506695569
0.024 515406.908378005
0.025 511988.590970635
0.026 493328.2754682
0.027 470127.261076123
0.028 453599.364347756
0.029 435126.895118505
0.03 420071.076918393
0.031 389215.296596289
0.032 349328.624904156
0.033 307844.623636454
0.034 262086.725782603
0.035 212823.525577784
0.036 160026.527954265
0.037 104425.280875526
0.038 69865.7249808311
0.039 35992.5919384696
0.04 15709.4588479958
0.041 0
